filename,prompt,reasoning_trace,predicted_value
P-liquid_volume-image73-pov2.jpg,L02,"The red-marked container is a stainless steel pitcher. By comparing it to the standard stainless steel water bottle next to it (approx. 750mL - 1000mL) and the glass pitcher to the left (approx. 1500mL), it is slightly shorter but wider than the bottle. Its capacity looks to be around 800-1000 mL when full.",900.0
P-weight-image22.jpg,W01,"The red-marked object is a yellow flashlight, likely a waterproof or durable handheld model. Based on its size compared to the other common household items like the coffee jar and spray bottle, it typically weighs between 150g and 300g including batteries. A common weight for such a flashlight is approximately 210 grams.",210.0
B-stability-image9.jpg,Estimate the minimum weight (marked in blue) that can be put on the object in the red boudngin box to make it fall. (weights: 10g 20g 20g 50g 100g),"The object is a flexible sheet spanning a gap between two tables. It has a significant portion resting on both tables, making it fairly stable against small disturbances. Based on common properties of such setups, a relatively standard weight like 100g would likely be the minimum required from the set to cause it to lose balance or slide off, especially if placed in the center of the span.",100.0
P-liquid_volume-image75_blur_high.jpg,L02,The container appears to be a medium-sized round glass food storage container with a typical capacity for its dimensions relative to surrounding items like potatoes and other bowls. Standard capacities for such containers range from 350mL to 600mL; 400mL is a common size for this specific shape and build.,400.0
P-angle-image14.jpg,A01,"The marked incline angle is the angle between the bottom of the clear plastic container and the horizontal ground. Visually, this angle appears to be slightly more than half of a right angle, estimated at approximately 47 degrees.",47.0
P-angle-image40.jpg,A02,"The marked angle is between a horizontal reference line and the chain of the swing. Based on visual estimation, the angle is slightly more than halfway between horizontal (0°) and vertical (90°), appearing to be approximately 60 degrees.",60.0
B-stability-image4.jpg,S03,"The board leans against a wall. For an object to slide down, the horizontal component of the normal force must exceed the maximum static friction at the base. Using the equilibrium formula tan(theta) = 1/(2*mu), where mu is the coefficient of static friction, a typical value for semi-smooth tile is around 0.4 to 0.6. This yields critical angles between approximately 40 to 50 degrees. Based on the material appearance, roughly 40-45 degrees is a common threshold for such objects.",40.0
V-fit-image3.jpg,Can the objects in the red bounding box fit inside the blue-marked container if only width/diameter fit is considered (ignore height overflow)? Consider clearance and rotations needed.,"The items in the red box consist of two small round mugs, one tall cylindrical container, and one small square dish. Their collective base area and widths are noticeably smaller than the overall diameter of the large purple ceramic container marked blue. Visually, all four items should easily fit inside the wide purple bowl when placed side-by-side or closely packed, considering only width and diameter fit.",True
B-angle-image10.jpg,A01,"The marked angle is between a horizontal reference line and the lower slanted edge of the red structure. By visually comparing the vertical rise and horizontal run of the incline, it appears to rise roughly 40-45 units for every 100 units of horizontal run, which corresponds to an angle of roughly arctan(0.45) ≈ 24 degrees. Looking at the markings, a value around 25-30 degrees seems reasonable, closer to 25 based on closer inspection.",25.0
V-weight-image53.jpg,W01,"The marked object is a wooden foldable towel rack or clothes drying stand. Based on its visual dimensions (estimated height around 1 meter) and the typical thickness of wooden slats used in such furniture, it is likely to weigh between 3kg to 6kg. A standard weight for a teak or medium-density wood rack of this size is approximately 4500 grams.",4500.0
P-weight-image4.jpg,W01,The red-marked object is a small white wall power adapter. Standard adapters of this size typically weigh between 40 and 60 grams.,50.0
P-liquid_volume-image38.jpg,L02,"The container is a large vacuum flask. Comparing its size to common items like the nearby pencil box (approx. 18-20cm long), it appears substantial in height and width. Typical capacities for flasks of this visual scale range from 750mL to 1500mL, with 1000mL being a common size for many standard large models.",1000.0
P-weight-image72-pov2.jpg,W04,"The object is a red plastic bucket filled with clothes. A medium-sized plastic bucket typically weighs between 400g and 700g. The bucket appears to be mostly full of dry laundry. Laundry weight can vary, but a full bucket of dry clothes typically adds about 1.5kg to 2.5kg. Estimating the total weight of the bucket and its dry clothes to be around 2500 grams.",2500.0
P-angle-image15_blur_low.jpg,A01,"The angle is measured between a wooden leg of a support structure and the roughly horizontal ground. By observing the visual alignment of the leg compared to a perpendicular vertical line, the angle appears to be approximately 60 degrees from the horizontal.",60.0
P-liquid_volume-image33.jpg,L02,"The container has a label that looks like 'QUECHUA | 1L' near the bottom, which is standard for large water bottles of this shape. 1 Liter converts directly to 1000 mL.",1000.0
V-weight-image45_blur_low.jpg,W01,"The object is a small wooden pallet-style structure. Based on its size relative to the environment and common material density for lightweight wood, it is estimated to weigh roughly 2.5 kilograms.",2500.0
P-liquid_volume-image60.jpg,L02,"The red-marked container is a standard insulated vacuum flask. Typical sizes for these containers are 500 mL, 750 mL, or 1000 mL. Based on its proportions relative to the other objects, it appears to be a common 500 mL sized bottle.",500.0
V-angle-image48_blur_high.jpg,A03,"The marked angle is located at the base of the ladder, specifically between the slanted front leg and the horizontal ground. Typical safety angles for ladders are around 75 degrees, but visually, this particular lean looks slightly more acute, possibly around 65 to 75 degrees. Estimating from the visual arc, it is roughly 70 degrees.",70.0
M-fit-image7_blur_med.jpg,F07,"The red-marked object is a thin, long rectangular strip (likely paper or thin plastic), while the blue-marked opening is a larger rectangular/square aperture. Given that the red object is narrow and can be folded or oriented lengthwise, it can easily fit through the much wider dimensions of the blue opening.",True
P-weight-image12_blur_low.jpg,W01,"The marked object is a coiled rope. Based on its size relative to the other objects (like the jar and flat bottle), it appears to be a moderate-sized coil of synthetic cord. Common coils of this size typically weigh between 150g and 300g.",225.0
P-liquid_volume-image6.jpg,L02,"The container appears to be a standard-sized insulated water bottle or thermos. Based on its size relative to the neighboring blue thermos and other objects in the image, its capacity is estimated to be around 500 mL.",500.0
P-weight-image61_blur_med.jpg,W01,"The marked object is a pair of over-ear headphones. Typical over-ear headphones weigh between 200 and 400 grams depending on their build quality and features. Based on common models, a weight around 250 grams is a reasonable estimate.",250.0
P-weight-image1_blur_med.jpg,W01,"The object is a typical handheld flashlight, which typically weighs between 150 and 300 grams depending on its battery type and build material.",200.0
V-fit-image14.jpg,F01,"The red onion's diameter is smaller than the opening of the coffee cup, allowing it to easily pass through and fit inside.",True
V-angle-image59_blur_med.jpg,A03,"The marked angle is located between the bottom edge of the tilted rectangular object and the floor. Visually, the object appears to be tilted at an angle of roughly 45 to 55 degrees from the floor. Based on common orientations, a estimate around 50 degrees seems reasonable.",50.0
V-angle-image59_blur_high.jpg,A03,"The marked angle is at the corner of a square or rectangular object (likely an ottoman or a piece of furniture). Based on standard furniture design, these internal corner angles are typically 90 degrees.",90.0
P-angle-image15.jpg,A01,"The leg of the wooden structure makes an angle with the grass (ground). Visually, it appears to be steeper than 45 degrees, estimated around 60 degrees.",60.0
P-weight-image11.jpg,W01,"The marked object is a standard compact foldable umbrella. Typically, such umbrellas weigh between 200 and 450 grams depending on the frame material (e.g., steel vs. fiberglass). 300 grams is a reasonable estimate for a medium-weight model.",300.0
P-weight-image75.jpg,Estimate the weight of the sugar in the red marked area.,"The image shows a small pile of coarse sugar on a plate. Based on typical density and volume, a pile this size usually weighs around 10 grams, comparable to about two level teaspoons.",10.0
P-fit-image9.jpg,F01,The red-marked objects are small circular items (poker chips) which have a diameter significantly smaller than the mouth of the blue-marked thermos. The depth of the container is also much greater than the thickness of the chips.,True
M-angle-image11.jpg,A01,"The marked angle is between a horizontal reference line (towards the left) and the inclined support of the monitor stand (upwards). Visually, the angle is slightly obtuse, leaning away from the camera's perspective on that side. Estimating from common angles for such hardware and visual orientation, it is slightly more than 90 degrees, around 95-105 degrees. Looking closely at the visual representation, it appears to be close to vertical, but slightly tilted.",98.0
P-fit-image7.jpg,F01,"The red-marked object is a small standard die, while the blue-marked container is a plastic cup. The cup's opening is considerably wider than the die's width, and its height is also greater than the die's depth, allowing it to easily fit inside.",True
P-liquid_volume-image35_blur_high.jpg,L02,"The container in the red-marked box is a white cylindrical bottle. Based on its size relative to the table tennis paddle, it looks like a standard water bottle, which typically has a capacity in the range of 500 to 750 mL. Given its proportions, 500 mL is a common and reasonable estimate.",500.0
P-liquid_volume-image1.jpg,L01,"The measuring container has visible markings from 100 to 1000 mL. The liquid level is positioned between the 600 mL and 700 mL markings, specifically appearing to be closer to 600 mL.",600.0
V-fit-image17.jpg,F06,"The red-marked object is a flexible cloth which can be folded or crumpled significantly. Given its size relative to the blue-marked paper cup, it can easily fit inside if folded or scrunched up.",True
V-fit-image67-pov2.jpg,F01,"The blue ball's diameter appears to be slightly smaller than the top opening of the amber glass container, suggesting it can easily fit inside.",True
M-stability-image14.jpg,S02,"The object is a flat board currently resting on the edge of a wooden platform. Visually, slightly more than half of its length appears to be supported by the platform. If we assume it is a uniform object, it will tip over once its center of mass moves beyond the edge. Currently, it looks like approximately 40-45% of its length is hanging off. Assuming its total length is around 40-50 cm, a move of roughly 3-5 cm outwards would likely push its center of mass past the edge, causing it to fall.",5.0
P-angle-image20_blur_high.jpg,A01,"The marked incline angle is between the horizontal ground and the left side of the orange object. Based on visual estimation, the angle is notably steeper than 45 degrees, approximately 65 degrees from the horizontal.",65.0
P-liquid_volume-image42.jpg,L02,"The container is an Owala branded water bottle. Common sizes for this style are 24oz (~710mL) and 32oz (~946mL). Based on its proportions and size relative to the green bottle next to it, it is likely around 710mL to 750mL.",710.0
P-liquid_volume-image50.jpg,L02,"The container appears to be a standard-sized deodorant spray can, which typically has a capacity of around 200 mL.",200.0
P-liquid_volume-image74-pov2_blur_med.jpg,L02,"The container shown is a large backpack. Standard backpack capacities for daily use typically range from 20 to 35 liters. A common size for a full-sized backpack like this one is approximately 30 liters, which converts to 30,000 mL.",30000.0
A-fit-image2.jpg,F06,The red-marked object is a flexible cloth which can be easily folded or crumpled. The blue-marked container is a glasses case of a size that typically accommodates such cleaning cloths when they are folded.,True
P-angle-image7.jpg,A01,"The purple object's base forms an angle with the horizontal ground. Estimating its position using coordinates: let its base point on the ground be (310, 396) and its contact point on the bowl be (495, 310) in an arbitrary coordinate system. This gives a change in height (dy) of roughly 86 and a change in distance (dx) of 185. The angle is arctan(86/185), which is approximately arctan(0.46) ≈ 25 degrees.",25.0
P-weight-image70_blur_low.jpg,W01,The red-marked object is an acoustic guitar. Standard full-sized acoustic guitars typically weigh between 1500g and 2500g depending on their construction and materials. A weight around 1900g is a reasonable average for a standard cutaway acoustic guitar.,1900.0
M-fit-image13.jpg,F06,"The red-marked triangular object is significantly taller and wider than the internal dimensions of the blue-marked cardboard box. Assuming the object is rigid (like plywood or particle board, which it appears to be), it cannot be folded without destruction. Even if it were flexible, its large flat area would exceed the container's volume capacity and depth.",False
V-weight-image43.jpg,W01,"The object is a moderately sized piece of shaped wood, likely a handle or furniture component. Based on its visual size relative to the granite texture (roughly 25-30 cm in length and 3 cm in thickness), its estimated volume and common wood densities suggest a weight in the 200-400 gram range.",300.0
P-angle-image26.jpg,A01,"The marked angle is formed between a horizontal reference line and the handle of the door. By visual estimation, the angle appears to be slightly more than a perfect diagonal (45 degrees), approximately around 55 degrees.",55.0
P-angle-image23_blur_med.jpg,A01,"The marked angle is formed between the ground and the object leaning against the chair. Visually, the angle is fairly steep, appearing to be greater than 45 degrees but less than 75 degrees. Looking at the slope, a value of approximately 62 degrees seems a reasonable estimate based on standard visual observation of the lean.",62.0
V-weight-image50.jpg,W01,"The object is a metal rectangular table leg frame. Based on its size (approximately 70cm x 60cm) and the look of the steel tubing (typical square cross-section), its weight is estimated to be between 3 and 5 kilograms.",4000.0
P-weight-image26.jpg,W01,"The marked object is a yellow portable device, likely a handheld flashlight or similar tool. Based on its size compared to surrounding objects like a small sanitizer bottle and a coffee jar, its weight is estimated to be around 125 grams typical for such plastic handheld equipment including batteries.",125.0
P-weight-image35.jpg,W01,The red-marked object is a folded blue umbrella. Compact travel umbrellas typically weigh between 250g and 400g. I'll estimate its weight as 300g.,300.0
P-liquid_volume-image35_blur_low.jpg,L02,"The container appears to be a reusable water bottle. Based on its size relative to the table tennis paddle (which has a total length of approximately 25-26 cm), the bottle has a similar length and a standard diameter for reusable bottles, which typically range from 500 mL to 750 mL. A common size for this type of bottle is 500 mL.",500.0
M-fit-image8.jpg,F07,"The red-marked object is a thin, flexible sheet. While its current spread-out width might be comparable to or larger than the blue-marked rectangular area, because it is thin and flexible, it can be folded, rolled, or bunched up. This deformation would allow it to easily fit through an opening defined by the blue box's dimensions.",True
M-fit-image5.jpg,F06,The garden hose is highly flexible and can be compactly coiled. The container appears deep enough to accommodate the coiled hose entirely.,True
V-fit-image64-pov2.jpg,F06,The red-marked object is a flexible cloth (handkerchief or napkin) that can be easily folded or crumpled. The blue-marked container is a plastic cup with sufficient space to accommodate the cloth once it is deformed.,True
P-weight-image17.jpg,W01,"The marked object is a piece of rectangular wooden block. Based on its visual size relative to nearby containers, it appears to be approximately 25 cm long, 5-6 cm wide, and 2 cm thick. With a typical wood density of around 0.5-0.6 g/cm³, its volume is roughly 250-300 cm³, leading to an estimated weight between 125 and 180 grams. A value of 200 grams is a reasonable estimate considering typical density variations.",200.0
P-stability-image12.jpg,S05,"The inverted chair is supported by its flat seat structure on the table. A significant portion of the base is already near the table edge. Moving it further right will shift the center of mass over the edge, causing it to tip. Based on its current position, it likely has only a few centimeters of safe travel left before falling.",5.0
M-fit-image19.jpg,F06,"The earphones have flexible cables that can be tightly coiled or bundled together. Given their small total volume when compressed, they should easily fit into the plastic container.",True
P-weight-image36.jpg,W03,The object is a vacuum-insulated stainless steel water bottle. A typical empty weight for this type of bottle in common sizes (approximately 24-32 oz) ranges between 350 and 450 grams.,400.0
V-fit-image7.jpg,F02,"The maximum width of the wooden pestle (red-marked) is clearly smaller than the interior opening of the wooden mortar (blue-marked), which is designed specifically to accommodate it.",True
P-angle-image27.jpg,A02,"The marked segments consist of a horizontal reference line and a line following the downward slant of the metallic lever arm. Based on visual estimation, the angle between the horizontal segment and the lever arm is approximately 25 to 30 degrees.",25.0
M-weight-image1_blur_high.jpg,W04,"The red-marked object consists of approximately 4 thick weight plates. Standard large gym plates are typically 15-25kg each. Estimating each plate is 20kg, 4 plates would be 80kg, which equals 80,000 grams.",80000.0
A-fit-image4_blur_low.jpg,F07,"The red-marked object is a bulky pile of pink fabric, likely a towel or garment. The blue-marked opening is a small ring. While fabric is highly deformable and can be compressed, this specific fabric pile appears significantly larger and thicker than the diameter of the small ring, making it unlikely to fit through even when tightly compressed.",False
P-weight-image69-pov2.jpg,Estimate the weight of the red-marked stack of books.,"The stack contains approximately 6 books of varying thicknesses. Based on visual appearance, there are two thin paperbacks (~200-300g each), two medium-thick books (~400-500g each), and two quite thick books (~600-700g each). Summing these estimates: 2*250 + 2*450 + 2*650 = 500 + 900 + 1300 = 2700 grams. Looking at the volume again, a value in the range of 2.5kg to 3kg is reasonable.",2600.0
P-liquid_volume-image16.jpg,L01,"The bottle is upside down, resting on its cap. There is liquid accumulated in the neck area. Based on the size of the bottle relative to the surroundings, a typical 750mL - 1000mL bottle is used. The volume of liquid visible in the neck is roughly 100-150 mL.",125.0
P-liquid_volume-image30.jpg,L01,"The container shown is a standard graduated beaker, likely 500mL or 1000mL in capacity. The liquid level is quite low, reaching about 1/5th to 1/4th of the lower visible graduated section. Based on similar beaker markings, this level appears to be approximately 150 mL.",150.0
B-angle-image14.jpg,A01,"The marked angle represents the incline of the ramp relative to the base of the model. Visually, the ramp is quite steep, estimated to be around 70 to 75 degrees. Comparing the horizontal run to the vertical rise, the angle appears to be approximately 72 degrees.",72.0
V-weight-image45_blur_med.jpg,W01,"The object is a small wooden pallet leaning against a wall. Based on its scale relative to the nearby containers and floor tiles, it appears to be a smaller sized transport or display pallet. A standard small pallet of this approximate size (roughly 60x40cm to 80x60cm) typically weighs between 2 to 5 kilograms depending on the wood density and thickness.",3500.0
P-liquid_volume-image51.jpg,L02,"The container is a typical glass bowl. Based on its size relative to the adjacent power bank (likely around 7cm in width), the bowl appears to have a diameter of approximately 12-14cm and a typical depth of 5-6cm, suggesting a capacity common for cereal or serving bowls, around 500 mL.",500.0
P-weight-image60_blur_low.jpg,W03,"The red-marked object is a cardboard box, likely designed to hold mugs. Estimating its dimensions at roughly 15x15x20 cm, a standard empty cardboard box of this size typically weighs between 50 and 150 grams depending on the board thickness.",100.0
V-angle-image39.jpg,A03,"The marked angle is between the long handle of the mop/broom and its small base piece sitting on the floor. Based on visual estimation, the handle is at an obtuse angle relative to the base piece, appearing to be roughly 150 degrees.",150.0
B-liquid_volume-image1.jpg,Estimate the volume of the object in the red bounding box.,"The object in the red bounding box is a large, solid plyometric exercise box. It does not appear to contain any liquid, as it is a solid training tool. Therefore, the volume of liquid inside is zero.",0.0
M-fit-image7_blur_high.jpg,F07,"The red-marked object is a flexible, flat strip (like a sheet of paper or plastic). The blue-marked opening is a rectangular area wide enough to accommodate the strip, especially since folding and bending are permitted.",True
P-weight-image15.jpg,W01,"The red-marked object is a small snow globe. Typical decorative snow globes of this size (approximately 6-8 cm in diameter) weigh between 200 and 400 grams when filled with liquid. Based on its scale relative to the ping pong paddle, an estimate of around 250 grams is reasonable.",250.0
B-angle-image5.jpg,A01,"The board leans against the wall at a significant angle. By observing its height relative to its distance from the wall on the floor, or visually estimating the marked angle from the reference horizontal line, it appears to be approximately 60 degrees.",60.0
P-liquid_volume-image73_blur_low.jpg,L02,"The container is a stainless steel vessel that appears larger than a typical glass but smaller than a standard large pitcher. Comparing it to the nearby water bottle (estimated at 750mL - 1000mL), it looks wide and deep enough to hold a comparable volume, likely around 1000 mL when full.",1000.0
P-weight-image33.jpg,W03,"The red-marked object is an empty plastic food storage container with a lid. Based on its size compared to the surrounding items (like the mug box), it appears to be a typical 1-liter sized container. Such containers typically weigh between 60 to 100 grams when including the lid.",85.0
P-liquid_volume-image27.jpg,L03,"The red-marked container appears to be a standard 500-600 mL plastic water bottle. It is roughly one-third full of liquid, meaning approximately two-thirds of its volume is empty. If the total capacity is assumed to be around 500 mL, the empty space would be roughly two-thirds of that, which is approximately 330-350 mL.",350.0
V-fit-image77.jpg,F06,The red-marked objects are soft items (socks/stockings) that can be easily folded or rolled up. The blue-marked cardboard box has sufficient volume to hold these items once they are deformed by folding.,True
M-fit-image17-pov2.jpg,F01,"The battery (red-marked) is designed for slots like the one in the blue-marked container. Visually, its length matches the container's height, and its diameter is well within the slot's width constraints.",True
P-fit-image32.jpg,Can the salt fit inside the bowl?,"The pile of salt in the metal plate appears to have a larger total volume than the capacity of the small glass bowl, given the high mound shape and its broad width relative to the bowl's opening.",False
P-liquid_volume-image71-pov2.jpg,L02,"The marked container is a Gulabari moisturizing lotion pump bottle. Typical large-sized lotion bottles with pumps in this style common in India range from 300ml to 500ml. Comparing its height and width to the nearby standard stainless steel water bottle, 400ml is a standard and likely capacity for this shape.",400.0
A-fit-image1_blur_low.jpg,F06,The red-marked object is a flexible cloth which can be significantly folded or compressed. The blue-marked container is a glasses case with sufficient internal space to easily house a typical cloth.,True
V-fit-image7_blur_med.jpg,F02,"The red-marked object is a pestle, which is naturally designed to fit into its corresponding blue-marked container, the mortar. Its maximum width is clearly smaller than the internal diameter of the container.",True
V-fit-image64.jpg,F06,"The red-marked object is a fabric handkerchief, which is highly deformable and compressible. It can easily be folded or scrunched up into a small enough volume to fit inside the blue-marked cup container.",True
P-fit-image4.jpg,F01,"The clear plastic measuring cup (red-marked) appears wider at its brim than the diameter of the water bottle's opening (blue-marked). Visually, it is unlikely to pass through the bottleneck into the container.",False
P-angle-image21_blur_low.jpg,A01,"The marked angle is between a horizontal reference line and the side of a tilted bottle. By observing the orientation, the angle appears to be slightly more than half of a right angle (45 degrees), estimated at approximately 55 degrees.",55.0
P-weight-image6.jpg,W01,"The red-marked object is a bundle of yellow utility rope. Based on its compact size relative to the common items nearby, such as the packing tape and small food containers, it appears to be roughly 50 feet in length. Bundles of this type typically weigh between 250 and 450 grams depending on material density.",350.0
V-angle-image66_blur_med.jpg,A03,"The marked joint angle is at the corner of a rectangular chalkboard frame, which is typically standard at 90 degrees.",90.0
B-fit-image6.jpg,F07,"The red-marked object is a flexible, thin strip. Although its width appears slightly larger than or similar to the diameter of the blue-marked hole, its flexibility allows it to be folded, rolled, or bent, which would easily enable it to pass through the opening.",True
P-stability-image1.jpg,S08,"The plywood board is currently resting with its left end on the table because the fulcrum is positioned significantly to the right of its center of mass. Based on its size (likely around 30cm x 10cm x 1cm) and material density, the board weights approximately 150-200g. Given that the fulcrum is located roughly at the 65-70% point along its length, a counterweight must be placed on the shorter right end. Estimating the board's mass displacement, a weight of approximately 100 to 150 grams on the far right edge would likely achieve balance.",130.0
P-liquid_volume-image75_blur_low.jpg,L02,"The container is a small, round glass storage container with a snap-on lid. Its dimensions relative to other typical kitchen objects suggest a capacity of approximately 400 to 500 mL. Based on common product sizes, 400 mL is a reasonable estimate for such a shallow container.",400.0
P-liquid_volume-image40.jpg,L02,"The container appears to be a small bottle, likely a travel-sized hand sanitizer or liquid container. Given its proportions relative to typical charger blocks (approx 5cm) and its cylindrical shape, its capacity is most commonly around 50-100 mL. It looks relatively small and slim, suggesting a capacity around 50 mL.",50.0
V-fit-image18.jpg,F01,The small coaster (red) has dimensions significantly smaller than the main bowl area of the pineapple tray (blue). It can easily lay flat inside the container.,True
V-fit-image25.jpg,F06,"The red-marked object is a flexible cleaning cloth, which can be easily folded or scrunched up. The blue-marked container is an eyeglass case specifically designed to hold items like this, and its internal volume is much greater than the volume of the cloth.",True
P-stability-image2.jpg,S10,"The wooden plank is currently resting on its left side. To tip it to the right, we need to overcome the torque caused by the left section. Based on the fulcrum position, the plank's center of mass is slightly to the left. Estimating the plank's mass at around 200-300g, a weight of approximately 50-150g at the far right edge should suffice to tip it.",100.0
P-liquid_volume-image21_blur_high.jpg,L06,"The container appears to be a small rectangular perfume or cologne bottle. Standard bottles of this type typically range from 50 mL to 100 mL. Based on its size relative to the common dish soap bottle next to it, it is likely around 100 mL.",100.0
P-weight-image73.jpg,W04,"The object is a typical household plastic bucket filled with water up to approximately half its height. A standard bucket has a capacity of around 10-15 liters. At roughly half height (accounting for tapering), it contains about 4-5 liters of water. Each liter of water weighs approximately 1000g. Adding the plastic bucket's weight (approx 400-600g), the total estimated weight is around 4500-5500g.",4500.0
V-angle-image71-pov2.jpg,A03,"The laptop is partially open, with the lid at an acute angle to the base. Based on the visual separation between the keyboard and the screen, the angle appears to be approximately 40 degrees.",40.0
V-fit-image77_blur_low.jpg,F06,"The red-marked objects are two pairs of soft socks, which can be easily folded or compressed. The blue-marked cardboard box is spacious enough to accommodate several pairs of such items after folding them.",True
P-weight-image18.jpg,W01,"The object is a small iron or carbon-steel wok with a wooden handle. Typical weights for a small pan of this nature range from 600g to 1200g depending on its thickness and material. Given its size relative to the measuring cup, it appears to be a lightweight version.",900.0
V-weight-image58.jpg,W01,"The object is a typical yoga mat. Standard yoga mats usually weigh between 1000 and 3000 grams, depending on the material and thickness. A common weight for a medium-thickness yoga mat is around 1500 grams.",1500.0
V-fit-image18_blur_med.jpg,F01,"The coaster (red-marked object) is significantly smaller in both width and length compared to the interior flat space of the pineapple plate (blue-marked container), allowing it to fit comfortably.",True
P-liquid_volume-image41.jpg,L02,"The container is a typical thermal travel flask. Its dimensions suggest a volume similar to a standard pint or half-liter bottle, which usually ranges from 450 to 500 mL.",500.0
P-stability-image14.jpg,S02,"The object is a metal lid resting on several support rails. It appears to have a small amount of overlap on these rails, typically around 2 to 5 cm. Given its current position, it likely needs to be moved about 3 cm in its least stable direction (perhaps towards the gaps) before its center of mass is no longer adequately supported, causing it to fall into the compartment.",3.0
P-liquid_volume-image46_blur_med.jpg,L01,"The container in the red-marked region appears to be a standard beaker or measuring cup approximately half-filled with liquid. Estimating based on its shape and relative scale in the image, it looks like a medium-sized container with a current liquid volume of around 200 to 250 mL.",225.0
P-weight-image68.jpg,W01,"The red-marked area includes at least two large refill packs of Nescafe coffee. Based on their size relative to the calculator and portable scale on the table, these are common 500g refill packs. Since multiple items are contained within the square, and it covers at least two whole packs plus parts of others, an estimated weight for the contents visible in that grouping is approximately 1000g.",1000.0
M-fit-image22.jpg,F07,"The red-marked object is a single sheet of paper, which can be tightly rolled or folded into a narrow cylinder without being destroyed. This small cylinder would easily fit through the blue-marked circular opening.",True
P-liquid_volume-image24.jpg,L02,"The container is a large graduated beaker. Upon inspection of the measurement marks on its side, the numbers '1000', '800', '600', etc., are typical for a beaker of this size. The top-most significant marked graduation is usually just below the total capacity, but for a 1000mL beaker, its functional brim capacity is often estimated around its highest marked volume in simple exercises, or slightly more. Based on the 1000mL mark visible near the top, its full capacity is approximately 1000mL.",1000.0
M-fit-image11.jpg,F07,"The red-marked object is a piece of fabric, which is highly deformable. While it is large, fabric can be compressed, folded, or scrunched tightly. Given its likely thickness and the size of the blue-marked opening (the center of a tape roll or similar ring), it can be pulled through incrementally as long as the thickness of its thickest compressed section does not exceed the diameter of the opening.",True
P-fit-image11.jpg,F05,"The red-marked black rectangular object appears to be wider and taller than the diameter of the circular blue-marked openings. Given its depth, it is unlikely to fit through any of the holes, regardless of orientation.",False
P-weight-image56.jpg,W01,"The marked object is a small carbon steel or cast iron frying pan. Based on its size compared to the nearby thermos bottles, it appears to be approximately 20-25 cm in diameter. A typical pan of this size made of metal with a wooden handle usually weighs between 700 and 1200 grams.",900.0
P-angle-image20.jpg,A01,"The object (orange box) is inclined at an angle to the ground. Visually, it appears more than 45 degrees relative to the horizontal plane. A common estimate for such an incline in typical images of boxes leaning against each other is around 55-65 degrees. Looking closely, it looks approximately 60 degrees from horizontal ground.",60.0
P-stability-image11.jpg,S05,"The chair's legs are currently positioned with several centimeters of space to the nearest table edges. Based on visual estimation of the distance to the right and back edges, it has approximately 10-15 cm before a leg would go over the edge and cause it to lose stability.",10.0
P-liquid_volume-image44.jpg,L02,"The container is a standard coffee mug. Most typical ceramic mugs of this style have a capacity between 300 and 400 mL. Based on its relative size to other objects, 350 mL is a reasonable common capacity.",350.0
P-liquid_volume-image36.jpg,L02,"Based on the scale provided by the graduated container above it, which has clear markings at intervals of 50 mL up to 200 mL, the red-marked container appears larger in volume due to its wider diameter. Given its proportions relative to the 250 mL middle section, it is estimated to have a capacity around 400-500 mL. A common standard size for such a rounded container is approximately 500 mL.",500.0
V-weight-image53_blur_low.jpg,W01,"The object is a wooden luggage or towel rack with a bottom shelf. Similar wooden items typically weigh between 2.5 kg and 4.5 kg depending on the type of wood and size. Based on its structure, 3500 grams is a reasonable estimate.",3500.0
V-fit-image12.jpg,F06,"The red-marked object is a lightweight scarf, which is highly deformable and can be folded or scrunched into a compact size. The blue-marked container is a measuring cup that appears to have enough volume to hold the scarf once it is sufficiently compressed.",True
P-liquid_volume-image53.jpg,L02,"The container shown is a standard clear plastic water bottle. Based on its visual proportions relative to the nearby human hand, it appears to be a typical single-serving water bottle, which generally has a capacity of around 500 mL.",500.0
P-weight-image69.jpg,Estimate the weight of the red-marked stack of books.,"The stack consists of five books of varying thicknesses. Book 1 (top) is slim (~250g), Book 2 is moderately thick (~450g), Book 3 is medium (~350g), Book 4 is quite thick (~650g), and Book 5 (bottom) is a dense technical manual (~900g). Summing these estimates gives approximately 2600g.",2600.0
P-liquid_volume-image32.jpg,L02,"Based on common household items for scale, the red-marked container is a ceramic mug. A standard mug typically holds between 300 mL and 400 mL. Comparing it to the graduated plastic cup below it, which has markings visible up to roughly 350 mL, the mug appears to have a similar overall capacity.",350.0
P-weight-image53.jpg,W04,"The object is a small plastic container filled partially with almonds. Based on its size, an empty plastic container of this type typically weighs around 50-80 grams, and the quantity of almonds inside appears to be approximately 50-70 grams. Therefore, the total estimated weight is roughly in the 130-150 gram range.",140.0
M-stability-image19.jpg,S01,"The plywood plank is currently overhanging the edge of the table. Its total length is approximately 614 pixels in the image (from roughly x=198 to x=812). The table edge is located at approximately x=404. The center of mass of the uniform plank would be at roughly its midpoint, x=505. For it to fall, the center of mass must move past the table edge. It can currently move about 101 pixels further (505 - 404) to the left before its center of mass crosses the edge. 101 pixels is roughly 16% of its total visible length. Estimating total length as ~30cm, this would be roughly 4.8cm. Despite the specified unit of 'grams' in the instruction, the task asks for move distance, so a value representing expected distance is provided.",5.0
